"CUPS","Fecha","Hora","Consumo_kWh","Metodo_obtencion"
"ES0031102870658016TJ0F","14/04/2024","0","0,068","R"
"ES0031102870658016TJ0F","14/04/2024","1","0,057","R"
"ES0031102870658016TJ0F","14/04/2024","2","0,51","R"
"ES0031102870658016TJ0F","14/04/2024","3","0,059","R"
"ES0031102870658016TJ0F","14/04/2024","4","0,057","R"
"ES0031102870658016TJ0F","14/04/2024","5","0,069","R"
"ES0031102870658016TJ0F","14/04/2024","6","0,058","R"
"ES0031102870658016TJ0F","14/04/2024","7","0,061","R"
"ES0031102870658016TJ0F","14/04/2024","8","0,065","R"
"ES0031102870658016TJ0F","14/04/2024","9","0,059","R"
"ES0031102870658016TJ0F","14/04/2024","10","0,062","R"
"ES0031102870658016TJ0F","14/04/2024","11","0,066","R"
"ES0031102870658016TJ0F","14/04/2024","12","0,059","R"
"ES0031102870658016TJ0F","14/04/2024","13","0,087","R"
"ES0031102870658016TJ0F","14/04/2024","14","0,484","R"
"ES0031102870658016TJ0F","14/04/2024","15","0,069","R"
"ES0031102870658016TJ0F","14/04/2024","16","0,082","R"
"ES0031102870658016TJ0F","14/04/2024","17","0,068","R"
"ES0031102870658016TJ0F","14/04/2024","18","0,07","R"
"ES0031102870658016TJ0F","14/04/2024","19","0,062","R"
"ES0031102870658016TJ0F","14/04/2024","20","0,059","R"
"ES0031102870658016TJ0F","14/04/2024","21","0,071","R"
"ES0031102870658016TJ0F","14/04/2024","22","0,059","R"
"ES0031102870658016TJ0F","14/04/2024","23","0,227","R"
"ES0031102870658016TJ0F","15/04/2024","0","0,168","R"
"ES0031102870658016TJ0F","15/04/2024","1","0,605","R"
"ES0031102870658016TJ0F","15/04/2024","2","0,078","R"
"ES0031102870658016TJ0F","15/04/2024","3","0,075","R"
"ES0031102870658016TJ0F","15/04/2024","4","0,062","R"
"ES0031102870658016TJ0F","15/04/2024","5","0,074","R"
"ES0031102870658016TJ0F","15/04/2024","6","0,064","R"
"ES0031102870658016TJ0F","15/04/2024","7","0,074","R"
"ES0031102870658016TJ0F","15/04/2024","8","0,088","R"
"ES0031102870658016TJ0F","15/04/2024","9","0,112","R"
"ES0031102870658016TJ0F","15/04/2024","10","0,13","R"
"ES0031102870658016TJ0F","15/04/2024","11","0,138","R"
"ES0031102870658016TJ0F","15/04/2024","12","0,554","R"
"ES0031102870658016TJ0F","15/04/2024","13","0,13","R"
"ES0031102870658016TJ0F","15/04/2024","14","0,121","R"
"ES0031102870658016TJ0F","15/04/2024","15","0,134","R"
"ES0031102870658016TJ0F","15/04/2024","16","0,363","R"
"ES0031102870658016TJ0F","15/04/2024","17","0,141","R"
"ES0031102870658016TJ0F","15/04/2024","18","0,135","R"
"ES0031102870658016TJ0F","15/04/2024","19","0,211","R"
"ES0031102870658016TJ0F","15/04/2024","20","0,177","R"
"ES0031102870658016TJ0F","15/04/2024","21","0,072","R"
"ES0031102870658016TJ0F","15/04/2024","22","0,086","R"
"ES0031102870658016TJ0F","15/04/2024","23","1,75","R"
"ES0031102870658016TJ0F","16/04/2024","0","1,44","R"
"ES0031102870658016TJ0F","16/04/2024","1","0,121","R"
"ES0031102870658016TJ0F","16/04/2024","2","0,088","R"
"ES0031102870658016TJ0F","16/04/2024","3","0,071","R"
"ES0031102870658016TJ0F","16/04/2024","4","0,084","R"
"ES0031102870658016TJ0F","16/04/2024","5","0,072","R"
"ES0031102870658016TJ0F","16/04/2024","6","0,079","R"
"ES0031102870658016TJ0F","16/04/2024","7","0,072","R"
"ES0031102870658016TJ0F","16/04/2024","8","0,096","R"
"ES0031102870658016TJ0F","16/04/2024","9","0,105","R"
"ES0031102870658016TJ0F","16/04/2024","10","0,541","R"
"ES0031102870658016TJ0F","16/04/2024","11","0,14","R"
"ES0031102870658016TJ0F","16/04/2024","12","0,138","R"
"ES0031102870658016TJ0F","16/04/2024","13","0,117","R"
"ES0031102870658016TJ0F","16/04/2024","14","0,135","R"
"ES0031102870658016TJ0F","16/04/2024","15","0,126","R"
"ES0031102870658016TJ0F","16/04/2024","16","0,602","R"
"ES0031102870658016TJ0F","16/04/2024","17","0,87","R"
"ES0031102870658016TJ0F","16/04/2024","18","0,697","R"
"ES0031102870658016TJ0F","16/04/2024","19","0,093","R"
"ES0031102870658016TJ0F","16/04/2024","20","0,21","R"
"ES0031102870658016TJ0F","16/04/2024","21","0,425","R"
"ES0031102870658016TJ0F","16/04/2024","22","0,092","R"
"ES0031102870658016TJ0F","16/04/2024","23","1,874","R"
"ES0031102870658016TJ0F","17/04/2024","0","0,613","R"
"ES0031102870658016TJ0F","17/04/2024","1","0,117","R"
"ES0031102870658016TJ0F","17/04/2024","2","0,079","R"
"ES0031102870658016TJ0F","17/04/2024","3","0,095","R"
"ES0031102870658016TJ0F","17/04/2024","4","0,074","R"
"ES0031102870658016TJ0F","17/04/2024","5","0,096","R"
"ES0031102870658016TJ0F","17/04/2024","6","0,074","R"
"ES0031102870658016TJ0F","17/04/2024","7","0,087","R"
"ES0031102870658016TJ0F","17/04/2024","8","0,311","R"
"ES0031102870658016TJ0F","17/04/2024","9","0,483","R"
"ES0031102870658016TJ0F","17/04/2024","10","0,533","R"
"ES0031102870658016TJ0F","17/04/2024","11","0,129","R"
"ES0031102870658016TJ0F","17/04/2024","12","0,128","R"
"ES0031102870658016TJ0F","17/04/2024","13","0,174","R"
"ES0031102870658016TJ0F","17/04/2024","14","0,162","R"
"ES0031102870658016TJ0F","17/04/2024","15","0,302","R"
"ES0031102870658016TJ0F","17/04/2024","16","0,687","R"
"ES0031102870658016TJ0F","17/04/2024","17","0,165","R"
"ES0031102870658016TJ0F","17/04/2024","18","0,135","R"
"ES0031102870658016TJ0F","17/04/2024","19","0,689","R"
"ES0031102870658016TJ0F","17/04/2024","20","0,339","R"
"ES0031102870658016TJ0F","17/04/2024","21","0,161","R"
"ES0031102870658016TJ0F","17/04/2024","22","0,472","R"
"ES0031102870658016TJ0F","17/04/2024","23","0,369","R"
"ES0031102870658016TJ0F","18/04/2024","0","0,157","R"
"ES0031102870658016TJ0F","18/04/2024","1","0,105","R"
"ES0031102870658016TJ0F","18/04/2024","2","0,08","R"
"ES0031102870658016TJ0F","18/04/2024","3","0,082","R"
"ES0031102870658016TJ0F","18/04/2024","4","0,089","R"
"ES0031102870658016TJ0F","18/04/2024","5","0,078","R"
"ES0031102870658016TJ0F","18/04/2024","6","0,086","R"
"ES0031102870658016TJ0F","18/04/2024","7","0,078","R"
"ES0031102870658016TJ0F","18/04/2024","8","0,104","R"
"ES0031102870658016TJ0F","18/04/2024","9","0,472","R"
"ES0031102870658016TJ0F","18/04/2024","10","0,29","R"
"ES0031102870658016TJ0F","18/04/2024","11","0,144","R"
"ES0031102870658016TJ0F","18/04/2024","12","0,134","R"
"ES0031102870658016TJ0F","18/04/2024","13","0,124","R"
"ES0031102870658016TJ0F","18/04/2024","14","0,136","R"
"ES0031102870658016TJ0F","18/04/2024","15","0,142","R"
"ES0031102870658016TJ0F","18/04/2024","16","1,319","R"
"ES0031102870658016TJ0F","18/04/2024","17","0,957","R"
"ES0031102870658016TJ0F","18/04/2024","18","0,834","R"
"ES0031102870658016TJ0F","18/04/2024","19","0,179","R"
"ES0031102870658016TJ0F","18/04/2024","20","0,101","R"
"ES0031102870658016TJ0F","18/04/2024","21","0,163","R"
"ES0031102870658016TJ0F","18/04/2024","22","0,509","R"
"ES0031102870658016TJ0F","18/04/2024","23","0,086","R"
"ES0031102870658016TJ0F","19/04/2024","0","1,602","R"
"ES0031102870658016TJ0F","19/04/2024","1","0,915","R"
"ES0031102870658016TJ0F","19/04/2024","2","0,087","R"
"ES0031102870658016TJ0F","19/04/2024","3","0,083","R"
"ES0031102870658016TJ0F","19/04/2024","4","0,096","R"
"ES0031102870658016TJ0F","19/04/2024","5","0,093","R"
"ES0031102870658016TJ0F","19/04/2024","6","0,084","R"
"ES0031102870658016TJ0F","19/04/2024","7","0,084","R"
"ES0031102870658016TJ0F","19/04/2024","8","0,111","R"
"ES0031102870658016TJ0F","19/04/2024","9","0,124","R"
"ES0031102870658016TJ0F","19/04/2024","10","0,228","R"
"ES0031102870658016TJ0F","19/04/2024","11","0,45","R"
"ES0031102870658016TJ0F","19/04/2024","12","0,135","R"
"ES0031102870658016TJ0F","19/04/2024","13","0,155","R"
"ES0031102870658016TJ0F","19/04/2024","14","0,134","R"
"ES0031102870658016TJ0F","19/04/2024","15","0,131","R"
"ES0031102870658016TJ0F","19/04/2024","16","1,006","R"
"ES0031102870658016TJ0F","19/04/2024","17","0,748","R"
"ES0031102870658016TJ0F","19/04/2024","18","0,735","R"
"ES0031102870658016TJ0F","19/04/2024","19","0,089","R"
"ES0031102870658016TJ0F","19/04/2024","20","0,07","R"
"ES0031102870658016TJ0F","19/04/2024","21","0,509","R"
"ES0031102870658016TJ0F","19/04/2024","22","0,077","R"
"ES0031102870658016TJ0F","19/04/2024","23","0,068","R"
"ES0031102870658016TJ0F","20/04/2024","0","0,086","R"
"ES0031102870658016TJ0F","20/04/2024","1","0,071","R"
"ES0031102870658016TJ0F","20/04/2024","2","0,067","R"
"ES0031102870658016TJ0F","20/04/2024","3","0,082","R"
"ES0031102870658016TJ0F","20/04/2024","4","0,068","R"
"ES0031102870658016TJ0F","20/04/2024","5","0,067","R"
"ES0031102870658016TJ0F","20/04/2024","6","0,082","R"
"ES0031102870658016TJ0F","20/04/2024","7","0,067","R"
"ES0031102870658016TJ0F","20/04/2024","8","0,494","R"
"ES0031102870658016TJ0F","20/04/2024","9","0,08","R"
"ES0031102870658016TJ0F","20/04/2024","10","0,066","R"
"ES0031102870658016TJ0F","20/04/2024","11","0,07","R"
"ES0031102870658016TJ0F","20/04/2024","12","0,078","R"
"ES0031102870658016TJ0F","20/04/2024","13","0,068","R"
"ES0031102870658016TJ0F","20/04/2024","14","0,078","R"
"ES0031102870658016TJ0F","20/04/2024","15","0,069","R"
"ES0031102870658016TJ0F","20/04/2024","16","0,064","R"
"ES0031102870658016TJ0F","20/04/2024","17","0,077","R"
"ES0031102870658016TJ0F","20/04/2024","18","0,061","R"
"ES0031102870658016TJ0F","20/04/2024","19","0,503","R"
"ES0031102870658016TJ0F","20/04/2024","20","0,071","R"
"ES0031102870658016TJ0F","20/04/2024","21","0,061","R"
"ES0031102870658016TJ0F","20/04/2024","22","0,076","R"
"ES0031102870658016TJ0F","20/04/2024","23","0,071","R"
"ES0031102870658016TJ0F","21/04/2024","0","0,066","R"
"ES0031102870658016TJ0F","21/04/2024","1","0,079","R"
"ES0031102870658016TJ0F","21/04/2024","2","0,065","R"
"ES0031102870658016TJ0F","21/04/2024","3","0,073","R"
"ES0031102870658016TJ0F","21/04/2024","4","0,075","R"
"ES0031102870658016TJ0F","21/04/2024","5","0,065","R"
"ES0031102870658016TJ0F","21/04/2024","6","0,522","R"
"ES0031102870658016TJ0F","21/04/2024","7","0,065","R"
"ES0031102870658016TJ0F","21/04/2024","8","0,066","R"
"ES0031102870658016TJ0F","21/04/2024","9","0,078","R"
"ES0031102870658016TJ0F","21/04/2024","10","0,066","R"
"ES0031102870658016TJ0F","21/04/2024","11","0,076","R"
"ES0031102870658016TJ0F","21/04/2024","12","0,073","R"
"ES0031102870658016TJ0F","21/04/2024","13","0,066","R"
"ES0031102870658016TJ0F","21/04/2024","14","0,084","R"
"ES0031102870658016TJ0F","21/04/2024","15","0,077","R"
"ES0031102870658016TJ0F","21/04/2024","16","0,081","R"
"ES0031102870658016TJ0F","21/04/2024","17","0,528","R"
"ES0031102870658016TJ0F","21/04/2024","18","0,071","R"
"ES0031102870658016TJ0F","21/04/2024","19","0,07","R"
"ES0031102870658016TJ0F","21/04/2024","20","0,075","R"
"ES0031102870658016TJ0F","21/04/2024","21","0,069","R"
"ES0031102870658016TJ0F","21/04/2024","22","0,073","R"
"ES0031102870658016TJ0F","21/04/2024","23","0,168","R"
"ES0031102870658016TJ0F","22/04/2024","0","0,242","R"
"ES0031102870658016TJ0F","22/04/2024","1","0,137","R"
"ES0031102870658016TJ0F","22/04/2024","2","0,089","R"
"ES0031102870658016TJ0F","22/04/2024","3","0,15","R"
"ES0031102870658016TJ0F","22/04/2024","4","0,43","R"
"ES0031102870658016TJ0F","22/04/2024","5","0,079","R"
"ES0031102870658016TJ0F","22/04/2024","6","0,071","R"
"ES0031102870658016TJ0F","22/04/2024","7","0,085","R"
"ES0031102870658016TJ0F","22/04/2024","8","0,165","R"
"ES0031102870658016TJ0F","22/04/2024","9","0,113","R"
"ES0031102870658016TJ0F","22/04/2024","10","0,126","R"
"ES0031102870658016TJ0F","22/04/2024","11","0,127","R"
"ES0031102870658016TJ0F","22/04/2024","12","0,141","R"
"ES0031102870658016TJ0F","22/04/2024","13","0,118","R"
"ES0031102870658016TJ0F","22/04/2024","14","0,556","R"
"ES0031102870658016TJ0F","22/04/2024","15","0,131","R"
"ES0031102870658016TJ0F","22/04/2024","16","0,559","R"
"ES0031102870658016TJ0F","22/04/2024","17","0,166","R"
"ES0031102870658016TJ0F","22/04/2024","18","0,139","R"
"ES0031102870658016TJ0F","22/04/2024","19","0,193","R"
"ES0031102870658016TJ0F","22/04/2024","20","0,183","R"
"ES0031102870658016TJ0F","22/04/2024","21","0,07","R"
"ES0031102870658016TJ0F","22/04/2024","22","0,089","R"
"ES0031102870658016TJ0F","22/04/2024","23","1,99","R"
"ES0031102870658016TJ0F","23/04/2024","0","1,105","R"
"ES0031102870658016TJ0F","23/04/2024","1","0,083","R"
"ES0031102870658016TJ0F","23/04/2024","2","0,083","R"
"ES0031102870658016TJ0F","23/04/2024","3","0,072","R"
"ES0031102870658016TJ0F","23/04/2024","4","0,071","R"
"ES0031102870658016TJ0F","23/04/2024","5","0,086","R"
"ES0031102870658016TJ0F","23/04/2024","6","0,071","R"
"ES0031102870658016TJ0F","23/04/2024","7","0,07","R"
"ES0031102870658016TJ0F","23/04/2024","8","0,281","R"
"ES0031102870658016TJ0F","23/04/2024","9","0,743","R"
"ES0031102870658016TJ0F","23/04/2024","10","0,422","R"
"ES0031102870658016TJ0F","23/04/2024","11","0,129","R"
"ES0031102870658016TJ0F","23/04/2024","12","0,17","R"
"ES0031102870658016TJ0F","23/04/2024","13","0,125","R"
"ES0031102870658016TJ0F","23/04/2024","14","0,136","R"
"ES0031102870658016TJ0F","23/04/2024","15","0,131","R"
"ES0031102870658016TJ0F","23/04/2024","16","0,597","R"
"ES0031102870658016TJ0F","23/04/2024","17","1,217","R"
"ES0031102870658016TJ0F","23/04/2024","18","1,003","R"
"ES0031102870658016TJ0F","23/04/2024","19","0,663","R"
"ES0031102870658016TJ0F","23/04/2024","20","0,098","R"
"ES0031102870658016TJ0F","23/04/2024","21","0,079","R"
"ES0031102870658016TJ0F","23/04/2024","22","0,086","R"
"ES0031102870658016TJ0F","23/04/2024","23","2,088","R"
"ES0031102870658016TJ0F","24/04/2024","0","0,861","R"
"ES0031102870658016TJ0F","24/04/2024","1","0,12","R"
"ES0031102870658016TJ0F","24/04/2024","2","0,078","R"
"ES0031102870658016TJ0F","24/04/2024","3","0,08","R"
"ES0031102870658016TJ0F","24/04/2024","4","0,093","R"
"ES0031102870658016TJ0F","24/04/2024","5","0,079","R"
"ES0031102870658016TJ0F","24/04/2024","6","0,071","R"
"ES0031102870658016TJ0F","24/04/2024","7","0,081","R"
"ES0031102870658016TJ0F","24/04/2024","8","0,1","R"
"ES0031102870658016TJ0F","24/04/2024","9","0,501","R"
"ES0031102870658016TJ0F","24/04/2024","10","0,138","R"
"ES0031102870658016TJ0F","24/04/2024","11","0,139","R"
"ES0031102870658016TJ0F","24/04/2024","12","0,135","R"
"ES0031102870658016TJ0F","24/04/2024","13","0,152","R"
"ES0031102870658016TJ0F","24/04/2024","14","0,132","R"
"ES0031102870658016TJ0F","24/04/2024","15","0,134","R"
"ES0031102870658016TJ0F","24/04/2024","16","0,194","R"
"ES0031102870658016TJ0F","24/04/2024","17","0,132","R"
"ES0031102870658016TJ0F","24/04/2024","18","0,155","R"
"ES0031102870658016TJ0F","24/04/2024","19","0,514","R"
"ES0031102870658016TJ0F","24/04/2024","20","0,288","R"
"ES0031102870658016TJ0F","24/04/2024","21","0,142","R"
"ES0031102870658016TJ0F","24/04/2024","22","0,151","R"
"ES0031102870658016TJ0F","24/04/2024","23","1,924","R"
"ES0031102870658016TJ0F","25/04/2024","0","1,332","R"
"ES0031102870658016TJ0F","25/04/2024","1","0,866","R"
"ES0031102870658016TJ0F","25/04/2024","2","0,143","R"
"ES0031102870658016TJ0F","25/04/2024","3","0,138","R"
"ES0031102870658016TJ0F","25/04/2024","4","0,136","R"
"ES0031102870658016TJ0F","25/04/2024","5","0,141","R"
"ES0031102870658016TJ0F","25/04/2024","6","0,139","R"
"ES0031102870658016TJ0F","25/04/2024","7","0,13","R"
"ES0031102870658016TJ0F","25/04/2024","8","0,557","R"
"ES0031102870658016TJ0F","25/04/2024","9","0,174","R"
"ES0031102870658016TJ0F","25/04/2024","10","0,197","R"
"ES0031102870658016TJ0F","25/04/2024","11","0,179","R"
"ES0031102870658016TJ0F","25/04/2024","12","0,192","R"
"ES0031102870658016TJ0F","25/04/2024","13","0,183","R"
"ES0031102870658016TJ0F","25/04/2024","14","0,191","R"
"ES0031102870658016TJ0F","25/04/2024","15","0,191","R"
"ES0031102870658016TJ0F","25/04/2024","16","0,748","R"
"ES0031102870658016TJ0F","25/04/2024","17","1,294","R"
"ES0031102870658016TJ0F","25/04/2024","18","1,361","R"
"ES0031102870658016TJ0F","25/04/2024","19","1,959","R"
"ES0031102870658016TJ0F","25/04/2024","20","0,446","R"
"ES0031102870658016TJ0F","25/04/2024","21","0,151","R"
"ES0031102870658016TJ0F","25/04/2024","22","0,149","R"
"ES0031102870658016TJ0F","25/04/2024","23","0,193","R"
"ES0031102870658016TJ0F","26/04/2024","0","0,864","R"
"ES0031102870658016TJ0F","26/04/2024","1","0,785","R"
"ES0031102870658016TJ0F","26/04/2024","2","0,092","R"
"ES0031102870658016TJ0F","26/04/2024","3","0,076","R"
"ES0031102870658016TJ0F","26/04/2024","4","0,088","R"
"ES0031102870658016TJ0F","26/04/2024","5","0,078","R"
"ES0031102870658016TJ0F","26/04/2024","6","0,086","R"
"ES0031102870658016TJ0F","26/04/2024","7","0,072","R"
"ES0031102870658016TJ0F","26/04/2024","8","0,532","R"
"ES0031102870658016TJ0F","26/04/2024","9","0,103","R"
"ES0031102870658016TJ0F","26/04/2024","10","0,134","R"
"ES0031102870658016TJ0F","26/04/2024","11","0,128","R"
"ES0031102870658016TJ0F","26/04/2024","12","0,14","R"
"ES0031102870658016TJ0F","26/04/2024","13","0,133","R"
"ES0031102870658016TJ0F","26/04/2024","14","0,132","R"
"ES0031102870658016TJ0F","26/04/2024","15","0,129","R"
"ES0031102870658016TJ0F","26/04/2024","16","0,077","R"
"ES0031102870658016TJ0F","26/04/2024","17","0,089","R"
"ES0031102870658016TJ0F","26/04/2024","18","0,072","R"
"ES0031102870658016TJ0F","26/04/2024","19","0,516","R"
"ES0031102870658016TJ0F","26/04/2024","20","0,073","R"
"ES0031102870658016TJ0F","26/04/2024","21","0,083","R"
"ES0031102870658016TJ0F","26/04/2024","22","0,072","R"
"ES0031102870658016TJ0F","26/04/2024","23","0,077","R"
"ES0031102870658016TJ0F","27/04/2024","0","0,078","R"
"ES0031102870658016TJ0F","27/04/2024","1","0,07","R"
"ES0031102870658016TJ0F","27/04/2024","2","0,083","R"
"ES0031102870658016TJ0F","27/04/2024","3","0,072","R"
"ES0031102870658016TJ0F","27/04/2024","4","0,08","R"
"ES0031102870658016TJ0F","27/04/2024","5","0,077","R"
"ES0031102870658016TJ0F","27/04/2024","6","0,513","R"
"ES0031102870658016TJ0F","27/04/2024","7","0,084","R"
"ES0031102870658016TJ0F","27/04/2024","8","0,069","R"
"ES0031102870658016TJ0F","27/04/2024","9","0,083","R"
"ES0031102870658016TJ0F","27/04/2024","10","0,07","R"
"ES0031102870658016TJ0F","27/04/2024","11","0,074","R"
"ES0031102870658016TJ0F","27/04/2024","12","0,08","R"
"ES0031102870658016TJ0F","27/04/2024","13","0,07","R"
"ES0031102870658016TJ0F","27/04/2024","14","0,083","R"
"ES0031102870658016TJ0F","27/04/2024","15","0,07","R"
"ES0031102870658016TJ0F","27/04/2024","16","0,078","R"
"ES0031102870658016TJ0F","27/04/2024","17","0,078","R"
"ES0031102870658016TJ0F","27/04/2024","18","0,502","R"
"ES0031102870658016TJ0F","27/04/2024","19","0,082","R"
"ES0031102870658016TJ0F","27/04/2024","20","0,071","R"
"ES0031102870658016TJ0F","27/04/2024","21","0,079","R"
"ES0031102870658016TJ0F","27/04/2024","22","0,072","R"
"ES0031102870658016TJ0F","27/04/2024","23","0,069","R"
"ES0031102870658016TJ0F","28/04/2024","0","0,082","R"
"ES0031102870658016TJ0F","28/04/2024","1","0,069","R"
"ES0031102870658016TJ0F","28/04/2024","2","0,08","R"
"ES0031102870658016TJ0F","28/04/2024","3","0,076","R"
"ES0031102870658016TJ0F","28/04/2024","4","0,068","R"
"ES0031102870658016TJ0F","28/04/2024","5","0,21","R"
"ES0031102870658016TJ0F","28/04/2024","6","0,381","R"
"ES0031102870658016TJ0F","28/04/2024","7","0,074","R"
"ES0031102870658016TJ0F","28/04/2024","8","0,078","R"
"ES0031102870658016TJ0F","28/04/2024","9","0,068","R"
"ES0031102870658016TJ0F","28/04/2024","10","0,079","R"
"ES0031102870658016TJ0F","28/04/2024","11","0,153","R"
"ES0031102870658016TJ0F","28/04/2024","12","0,662","R"
"ES0031102870658016TJ0F","28/04/2024","13","0,087","R"
"ES0031102870658016TJ0F","28/04/2024","14","0,559","R"
"ES0031102870658016TJ0F","28/04/2024","15","1,768","R"
"ES0031102870658016TJ0F","28/04/2024","16","0,672","R"
"ES0031102870658016TJ0F","28/04/2024","17","1,065","R"
"ES0031102870658016TJ0F","28/04/2024","18","0,232","R"
"ES0031102870658016TJ0F","28/04/2024","19","0,219","R"
"ES0031102870658016TJ0F","28/04/2024","20","0,168","R"
"ES0031102870658016TJ0F","28/04/2024","21","0,138","R"
"ES0031102870658016TJ0F","28/04/2024","22","0,162","R"
"ES0031102870658016TJ0F","28/04/2024","23","1,226","R"
"ES0031102870658016TJ0F","29/04/2024","0","0,261","R"
"ES0031102870658016TJ0F","29/04/2024","1","0,155","R"
"ES0031102870658016TJ0F","29/04/2024","2","0,156","R"
"ES0031102870658016TJ0F","29/04/2024","3","0,141","R"
"ES0031102870658016TJ0F","29/04/2024","4","0,153","R"
"ES0031102870658016TJ0F","29/04/2024","5","0,148","R"
"ES0031102870658016TJ0F","29/04/2024","6","0,141","R"
"ES0031102870658016TJ0F","29/04/2024","7","0,534","R"
"ES0031102870658016TJ0F","29/04/2024","8","0,246","R"
"ES0031102870658016TJ0F","29/04/2024","9","0,2","R"
"ES0031102870658016TJ0F","29/04/2024","10","0,185","R"
"ES0031102870658016TJ0F","29/04/2024","11","0,2","R"
"ES0031102870658016TJ0F","29/04/2024","12","0,228","R"
"ES0031102870658016TJ0F","29/04/2024","13","0,188","R"
"ES0031102870658016TJ0F","29/04/2024","14","0,186","R"
"ES0031102870658016TJ0F","29/04/2024","15","0,187","R"
"ES0031102870658016TJ0F","29/04/2024","16","0,604","R"
"ES0031102870658016TJ0F","29/04/2024","17","0,634","R"
"ES0031102870658016TJ0F","29/04/2024","18","0,194","R"
"ES0031102870658016TJ0F","29/04/2024","19","0,176","R"
"ES0031102870658016TJ0F","29/04/2024","20","0,179","R"
"ES0031102870658016TJ0F","29/04/2024","21","0,158","R"
"ES0031102870658016TJ0F","29/04/2024","22","0,146","R"
"ES0031102870658016TJ0F","29/04/2024","23","1,973","R"
"ES0031102870658016TJ0F","30/04/2024","0","1,761","R"
"ES0031102870658016TJ0F","30/04/2024","1","0,191","R"
"ES0031102870658016TJ0F","30/04/2024","2","0,151","R"
"ES0031102870658016TJ0F","30/04/2024","3","0,152","R"
"ES0031102870658016TJ0F","30/04/2024","4","0,144","R"
"ES0031102870658016TJ0F","30/04/2024","5","0,156","R"
"ES0031102870658016TJ0F","30/04/2024","6","0,142","R"
"ES0031102870658016TJ0F","30/04/2024","7","0,14","R"
"ES0031102870658016TJ0F","30/04/2024","8","0,299","R"
"ES0031102870658016TJ0F","30/04/2024","9","0,686","R"
"ES0031102870658016TJ0F","30/04/2024","10","0,604","R"
"ES0031102870658016TJ0F","30/04/2024","11","0,196","R"
"ES0031102870658016TJ0F","30/04/2024","12","0,186","R"
"ES0031102870658016TJ0F","30/04/2024","13","0,207","R"
"ES0031102870658016TJ0F","30/04/2024","14","0,204","R"
"ES0031102870658016TJ0F","30/04/2024","15","0,189","R"
"ES0031102870658016TJ0F","30/04/2024","16","0,799","R"
"ES0031102870658016TJ0F","30/04/2024","17","1,47","R"
"ES0031102870658016TJ0F","30/04/2024","18","0,809","R"
"ES0031102870658016TJ0F","30/04/2024","19","0,164","R"
"ES0031102870658016TJ0F","30/04/2024","20","0,156","R"
"ES0031102870658016TJ0F","30/04/2024","21","0,155","R"
"ES0031102870658016TJ0F","30/04/2024","22","0,166","R"
"ES0031102870658016TJ0F","30/04/2024","23","0,272","R"
"ES0031102870658016TJ0F","01/05/2024","0","0,419","R"
"ES0031102870658016TJ0F","01/05/2024","1","0,151","R"
"ES0031102870658016TJ0F","01/05/2024","2","0,141","R"
"ES0031102870658016TJ0F","01/05/2024","3","0,146","R"
"ES0031102870658016TJ0F","01/05/2024","4","0,148","R"
"ES0031102870658016TJ0F","01/05/2024","5","0,139","R"
"ES0031102870658016TJ0F","01/05/2024","6","0,15","R"
"ES0031102870658016TJ0F","01/05/2024","7","0,136","R"
"ES0031102870658016TJ0F","01/05/2024","8","0,149","R"
"ES0031102870658016TJ0F","01/05/2024","9","0,539","R"
"ES0031102870658016TJ0F","01/05/2024","10","0,148","R"
"ES0031102870658016TJ0F","01/05/2024","11","0,137","R"
"ES0031102870658016TJ0F","01/05/2024","12","0,15","R"
"ES0031102870658016TJ0F","01/05/2024","13","0,136","R"
"ES0031102870658016TJ0F","01/05/2024","14","0,149","R"
"ES0031102870658016TJ0F","01/05/2024","15","0,137","R"
"ES0031102870658016TJ0F","01/05/2024","16","0,144","R"
"ES0031102870658016TJ0F","01/05/2024","17","0,144","R"
"ES0031102870658016TJ0F","01/05/2024","18","0,137","R"
"ES0031102870658016TJ0F","01/05/2024","19","0,152","R"
"ES0031102870658016TJ0F","01/05/2024","20","0,582","R"
"ES0031102870658016TJ0F","01/05/2024","21","0,147","R"
"ES0031102870658016TJ0F","01/05/2024","22","0,144","R"
"ES0031102870658016TJ0F","01/05/2024","23","0,136","R"
"ES0031102870658016TJ0F","02/05/2024","0","0,147","R"
"ES0031102870658016TJ0F","02/05/2024","1","0,135","R"
"ES0031102870658016TJ0F","02/05/2024","2","0,132","R"
"ES0031102870658016TJ0F","02/05/2024","3","0,145","R"
"ES0031102870658016TJ0F","02/05/2024","4","0,138","R"
"ES0031102870658016TJ0F","02/05/2024","5","0,138","R"
"ES0031102870658016TJ0F","02/05/2024","6","0,145","R"
"ES0031102870658016TJ0F","02/05/2024","7","0,576","R"
"ES0031102870658016TJ0F","02/05/2024","8","0,14","R"
"ES0031102870658016TJ0F","02/05/2024","9","0,146","R"
"ES0031102870658016TJ0F","02/05/2024","10","0,136","R"
"ES0031102870658016TJ0F","02/05/2024","11","0,141","R"
"ES0031102870658016TJ0F","02/05/2024","12","0,143","R"
"ES0031102870658016TJ0F","02/05/2024","13","0,135","R"
"ES0031102870658016TJ0F","02/05/2024","14","0,144","R"
"ES0031102870658016TJ0F","02/05/2024","15","0,139","R"
"ES0031102870658016TJ0F","02/05/2024","16","0,136","R"
"ES0031102870658016TJ0F","02/05/2024","17","0,148","R"
