"CUPS","Fecha","Hora","Consumo_kWh","Metodo_obtencion"
"ES0031102870658016TJ0F","14/02/2024","22","0,115","R"
"ES0031102870658016TJ0F","14/02/2024","23","1,931","R"
"ES0031102870658016TJ0F","15/02/2024","0","2,122","R"
"ES0031102870658016TJ0F","15/02/2024","1","0,563","R"
"ES0031102870658016TJ0F","15/02/2024","2","0,085","R"
"ES0031102870658016TJ0F","15/02/2024","3","0,082","R"
"ES0031102870658016TJ0F","15/02/2024","4","0,077","R"
"ES0031102870658016TJ0F","15/02/2024","5","0,085","R"
"ES0031102870658016TJ0F","15/02/2024","6","0,267","R"
"ES0031102870658016TJ0F","15/02/2024","7","0,281","R"
"ES0031102870658016TJ0F","15/02/2024","8","0,19","R"
"ES0031102870658016TJ0F","15/02/2024","9","0,686","R"
"ES0031102870658016TJ0F","15/02/2024","10","0,126","R"
"ES0031102870658016TJ0F","15/02/2024","11","0,141","R"
"ES0031102870658016TJ0F","15/02/2024","12","0,124","R"
"ES0031102870658016TJ0F","15/02/2024","13","0,141","R"
"ES0031102870658016TJ0F","15/02/2024","14","0,503","R"
"ES0031102870658016TJ0F","15/02/2024","15","0,143","R"
"ES0031102870658016TJ0F","15/02/2024","16","0,434","R"
"ES0031102870658016TJ0F","15/02/2024","17","0,321","R"
"ES0031102870658016TJ0F","15/02/2024","18","1,008","R"
"ES0031102870658016TJ0F","15/02/2024","19","0,715","R"
"ES0031102870658016TJ0F","15/02/2024","20","0,17","R"
"ES0031102870658016TJ0F","15/02/2024","21","0,294","R"
"ES0031102870658016TJ0F","15/02/2024","22","0,584","R"
"ES0031102870658016TJ0F","15/02/2024","23","2,051","R"
"ES0031102870658016TJ0F","16/02/2024","0","0,662","R"
"ES0031102870658016TJ0F","16/02/2024","1","0,083","R"
"ES0031102870658016TJ0F","16/02/2024","2","0,083","R"
"ES0031102870658016TJ0F","16/02/2024","3","0,072","R"
"ES0031102870658016TJ0F","16/02/2024","4","0,084","R"
"ES0031102870658016TJ0F","16/02/2024","5","0,077","R"
"ES0031102870658016TJ0F","16/02/2024","6","0,068","R"
"ES0031102870658016TJ0F","16/02/2024","7","0,078","R"
"ES0031102870658016TJ0F","16/02/2024","8","0,139","R"
"ES0031102870658016TJ0F","16/02/2024","9","0,509","R"
"ES0031102870658016TJ0F","16/02/2024","10","0,131","R"
"ES0031102870658016TJ0F","16/02/2024","11","0,125","R"
"ES0031102870658016TJ0F","16/02/2024","12","0,131","R"
"ES0031102870658016TJ0F","16/02/2024","13","0,126","R"
"ES0031102870658016TJ0F","16/02/2024","14","0,139","R"
"ES0031102870658016TJ0F","16/02/2024","15","0,125","R"
"ES0031102870658016TJ0F","16/02/2024","16","1,187","R"
"ES0031102870658016TJ0F","16/02/2024","17","0,127","R"
"ES0031102870658016TJ0F","16/02/2024","18","0,095","R"
"ES0031102870658016TJ0F","16/02/2024","19","0,07","R"
"ES0031102870658016TJ0F","16/02/2024","20","0,076","R"
"ES0031102870658016TJ0F","16/02/2024","21","0,43","R"
"ES0031102870658016TJ0F","16/02/2024","22","0,074","R"
"ES0031102870658016TJ0F","16/02/2024","23","0,072","R"
"ES0031102870658016TJ0F","17/02/2024","0","0,069","R"
"ES0031102870658016TJ0F","17/02/2024","1","0,077","R"
"ES0031102870658016TJ0F","17/02/2024","2","0,067","R"
"ES0031102870658016TJ0F","17/02/2024","3","0,068","R"
"ES0031102870658016TJ0F","17/02/2024","4","0,465","R"
"ES0031102870658016TJ0F","17/02/2024","5","0,063","R"
"ES0031102870658016TJ0F","17/02/2024","6","0,064","R"
"ES0031102870658016TJ0F","17/02/2024","7","0,079","R"
"ES0031102870658016TJ0F","17/02/2024","8","0,067","R"
"ES0031102870658016TJ0F","17/02/2024","9","0,068","R"
"ES0031102870658016TJ0F","17/02/2024","10","0,071","R"
"ES0031102870658016TJ0F","17/02/2024","11","0,071","R"
"ES0031102870658016TJ0F","17/02/2024","12","0,064","R"
"ES0031102870658016TJ0F","17/02/2024","13","0,065","R"
"ES0031102870658016TJ0F","17/02/2024","14","0,501","R"
"ES0031102870658016TJ0F","17/02/2024","15","0,068","R"
"ES0031102870658016TJ0F","17/02/2024","16","0,065","R"
"ES0031102870658016TJ0F","17/02/2024","17","0,068","R"
"ES0031102870658016TJ0F","17/02/2024","18","0,075","R"
"ES0031102870658016TJ0F","17/02/2024","19","0,065","R"
"ES0031102870658016TJ0F","17/02/2024","20","0,066","R"
"ES0031102870658016TJ0F","17/02/2024","21","0,076","R"
"ES0031102870658016TJ0F","17/02/2024","22","0,073","R"
"ES0031102870658016TJ0F","17/02/2024","23","0,064","R"
"ES0031102870658016TJ0F","18/02/2024","0","0,067","R"
"ES0031102870658016TJ0F","18/02/2024","1","0,515","R"
"ES0031102870658016TJ0F","18/02/2024","2","0,062","R"
"ES0031102870658016TJ0F","18/02/2024","3","0,064","R"
"ES0031102870658016TJ0F","18/02/2024","4","0,065","R"
"ES0031102870658016TJ0F","18/02/2024","5","0,074","R"
"ES0031102870658016TJ0F","18/02/2024","6","0,062","R"
"ES0031102870658016TJ0F","18/02/2024","7","0,063","R"
"ES0031102870658016TJ0F","18/02/2024","8","0,068","R"
"ES0031102870658016TJ0F","18/02/2024","9","0,075","R"
"ES0031102870658016TJ0F","18/02/2024","10","0,063","R"
"ES0031102870658016TJ0F","18/02/2024","11","0,063","R"
"ES0031102870658016TJ0F","18/02/2024","12","0,499","R"
"ES0031102870658016TJ0F","18/02/2024","13","0,074","R"
"ES0031102870658016TJ0F","18/02/2024","14","0,068","R"
"ES0031102870658016TJ0F","18/02/2024","15","0,073","R"
"ES0031102870658016TJ0F","18/02/2024","16","0,074","R"
"ES0031102870658016TJ0F","18/02/2024","17","0,086","R"
"ES0031102870658016TJ0F","18/02/2024","18","0,074","R"
"ES0031102870658016TJ0F","18/02/2024","19","0,065","R"
"ES0031102870658016TJ0F","18/02/2024","20","0,065","R"
"ES0031102870658016TJ0F","18/02/2024","21","0,08","R"
"ES0031102870658016TJ0F","18/02/2024","22","0,07","R"
"ES0031102870658016TJ0F","18/02/2024","23","0,593","R"
"ES0031102870658016TJ0F","19/02/2024","0","0,396","R"
"ES0031102870658016TJ0F","19/02/2024","1","0,129","R"
"ES0031102870658016TJ0F","19/02/2024","2","0,077","R"
"ES0031102870658016TJ0F","19/02/2024","3","0,075","R"
"ES0031102870658016TJ0F","19/02/2024","4","0,072","R"
"ES0031102870658016TJ0F","19/02/2024","5","0,069","R"
"ES0031102870658016TJ0F","19/02/2024","6","0,078","R"
"ES0031102870658016TJ0F","19/02/2024","7","0,48","R"
"ES0031102870658016TJ0F","19/02/2024","8","0,086","R"
"ES0031102870658016TJ0F","19/02/2024","9","0,116","R"
"ES0031102870658016TJ0F","19/02/2024","10","0,124","R"
"ES0031102870658016TJ0F","19/02/2024","11","0,127","R"
"ES0031102870658016TJ0F","19/02/2024","12","0,135","R"
"ES0031102870658016TJ0F","19/02/2024","13","0,125","R"
"ES0031102870658016TJ0F","19/02/2024","14","0,126","R"
"ES0031102870658016TJ0F","19/02/2024","15","0,141","R"
"ES0031102870658016TJ0F","19/02/2024","16","0,969","R"
"ES0031102870658016TJ0F","19/02/2024","17","0,144","R"
"ES0031102870658016TJ0F","19/02/2024","18","0,126","R"
"ES0031102870658016TJ0F","19/02/2024","19","0,166","R"
"ES0031102870658016TJ0F","19/02/2024","20","0,162","R"
"ES0031102870658016TJ0F","19/02/2024","21","0,069","R"
"ES0031102870658016TJ0F","19/02/2024","22","1,656","R"
"ES0031102870658016TJ0F","19/02/2024","23","1,995","R"
"ES0031102870658016TJ0F","20/02/2024","0","0,658","R"
"ES0031102870658016TJ0F","20/02/2024","1","0,083","R"
"ES0031102870658016TJ0F","20/02/2024","2","0,071","R"
"ES0031102870658016TJ0F","20/02/2024","3","0,067","R"
"ES0031102870658016TJ0F","20/02/2024","4","0,072","R"
"ES0031102870658016TJ0F","20/02/2024","5","0,08","R"
"ES0031102870658016TJ0F","20/02/2024","6","0,066","R"
"ES0031102870658016TJ0F","20/02/2024","7","0,069","R"
"ES0031102870658016TJ0F","20/02/2024","8","0,3","R"
"ES0031102870658016TJ0F","20/02/2024","9","1,045","R"
"ES0031102870658016TJ0F","20/02/2024","10","0,126","R"
"ES0031102870658016TJ0F","20/02/2024","11","0,134","R"
"ES0031102870658016TJ0F","20/02/2024","12","0,136","R"
"ES0031102870658016TJ0F","20/02/2024","13","0,124","R"
"ES0031102870658016TJ0F","20/02/2024","14","0,123","R"
"ES0031102870658016TJ0F","20/02/2024","15","0,136","R"
"ES0031102870658016TJ0F","20/02/2024","16","0,505","R"
"ES0031102870658016TJ0F","20/02/2024","17","0,692","R"
"ES0031102870658016TJ0F","20/02/2024","18","0,167","R"
"ES0031102870658016TJ0F","20/02/2024","19","0,229","R"
"ES0031102870658016TJ0F","20/02/2024","20","0,133","R"
"ES0031102870658016TJ0F","20/02/2024","21","0,071","R"
"ES0031102870658016TJ0F","20/02/2024","22","0,093","R"
"ES0031102870658016TJ0F","20/02/2024","23","1,049","R"
"ES0031102870658016TJ0F","21/02/2024","0","1,606","R"
"ES0031102870658016TJ0F","21/02/2024","1","0,09","R"
"ES0031102870658016TJ0F","21/02/2024","2","0,082","R"
"ES0031102870658016TJ0F","21/02/2024","3","0,069","R"
"ES0031102870658016TJ0F","21/02/2024","4","0,082","R"
"ES0031102870658016TJ0F","21/02/2024","5","0,074","R"
"ES0031102870658016TJ0F","21/02/2024","6","0,074","R"
"ES0031102870658016TJ0F","21/02/2024","7","0,082","R"
"ES0031102870658016TJ0F","21/02/2024","8","0,108","R"
"ES0031102870658016TJ0F","21/02/2024","9","0,538","R"
"ES0031102870658016TJ0F","21/02/2024","10","0,125","R"
"ES0031102870658016TJ0F","21/02/2024","11","0,132","R"
"ES0031102870658016TJ0F","21/02/2024","12","0,135","R"
"ES0031102870658016TJ0F","21/02/2024","13","0,126","R"
"ES0031102870658016TJ0F","21/02/2024","14","0,14","R"
"ES0031102870658016TJ0F","21/02/2024","15","0,133","R"
"ES0031102870658016TJ0F","21/02/2024","16","0,301","R"
"ES0031102870658016TJ0F","21/02/2024","17","1,183","R"
"ES0031102870658016TJ0F","21/02/2024","18","1,056","R"
"ES0031102870658016TJ0F","21/02/2024","19","0,222","R"
"ES0031102870658016TJ0F","21/02/2024","20","0,124","R"
"ES0031102870658016TJ0F","21/02/2024","21","0,08","R"
"ES0031102870658016TJ0F","21/02/2024","22","0,083","R"
"ES0031102870658016TJ0F","21/02/2024","23","2,225","R"
"ES0031102870658016TJ0F","22/02/2024","0","2,03","R"
"ES0031102870658016TJ0F","22/02/2024","1","0,547","R"
"ES0031102870658016TJ0F","22/02/2024","2","0,09","R"
"ES0031102870658016TJ0F","22/02/2024","3","0,071","R"
"ES0031102870658016TJ0F","22/02/2024","4","0,075","R"
"ES0031102870658016TJ0F","22/02/2024","5","0,084","R"
"ES0031102870658016TJ0F","22/02/2024","6","0,07","R"
"ES0031102870658016TJ0F","22/02/2024","7","0,452","R"
"ES0031102870658016TJ0F","22/02/2024","8","0,274","R"
"ES0031102870658016TJ0F","22/02/2024","9","0,65","R"
"ES0031102870658016TJ0F","22/02/2024","10","0,159","R"
"ES0031102870658016TJ0F","22/02/2024","11","0,139","R"
"ES0031102870658016TJ0F","22/02/2024","12","0,126","R"
"ES0031102870658016TJ0F","22/02/2024","13","0,131","R"
"ES0031102870658016TJ0F","22/02/2024","14","0,171","R"
"ES0031102870658016TJ0F","22/02/2024","15","0,129","R"
"ES0031102870658016TJ0F","22/02/2024","16","0,58","R"
"ES0031102870658016TJ0F","22/02/2024","17","0,158","R"
"ES0031102870658016TJ0F","22/02/2024","18","0,162","R"
"ES0031102870658016TJ0F","22/02/2024","19","0,105","R"
"ES0031102870658016TJ0F","22/02/2024","20","0,102","R"
"ES0031102870658016TJ0F","22/02/2024","21","0,094","R"
"ES0031102870658016TJ0F","22/02/2024","22","0,197","R"
"ES0031102870658016TJ0F","22/02/2024","23","0,357","R"
"ES0031102870658016TJ0F","23/02/2024","0","0,911","R"
"ES0031102870658016TJ0F","23/02/2024","1","1,131","R"
"ES0031102870658016TJ0F","23/02/2024","2","0,097","R"
"ES0031102870658016TJ0F","23/02/2024","3","0,075","R"
"ES0031102870658016TJ0F","23/02/2024","4","0,08","R"
"ES0031102870658016TJ0F","23/02/2024","5","0,079","R"
"ES0031102870658016TJ0F","23/02/2024","6","0,076","R"
"ES0031102870658016TJ0F","23/02/2024","7","0,086","R"
"ES0031102870658016TJ0F","23/02/2024","8","0,24","R"
"ES0031102870658016TJ0F","23/02/2024","9","0,424","R"
"ES0031102870658016TJ0F","23/02/2024","10","0,149","R"
"ES0031102870658016TJ0F","23/02/2024","11","0,135","R"
"ES0031102870658016TJ0F","23/02/2024","12","0,167","R"
"ES0031102870658016TJ0F","23/02/2024","13","0,134","R"
"ES0031102870658016TJ0F","23/02/2024","14","0,141","R"
"ES0031102870658016TJ0F","23/02/2024","15","0,124","R"
"ES0031102870658016TJ0F","23/02/2024","16","0,084","R"
"ES0031102870658016TJ0F","23/02/2024","17","0,081","R"
"ES0031102870658016TJ0F","23/02/2024","18","0,488","R"
"ES0031102870658016TJ0F","23/02/2024","19","0,069","R"
"ES0031102870658016TJ0F","23/02/2024","20","0,073","R"
"ES0031102870658016TJ0F","23/02/2024","21","0,082","R"
"ES0031102870658016TJ0F","23/02/2024","22","0,074","R"
"ES0031102870658016TJ0F","23/02/2024","23","0,074","R"
"ES0031102870658016TJ0F","24/02/2024","0","0,076","R"
"ES0031102870658016TJ0F","24/02/2024","1","0,084","R"
"ES0031102870658016TJ0F","24/02/2024","2","0,073","R"
"ES0031102870658016TJ0F","24/02/2024","3","0,07","R"
"ES0031102870658016TJ0F","24/02/2024","4","0,51","R"
"ES0031102870658016TJ0F","24/02/2024","5","0,078","R"
"ES0031102870658016TJ0F","24/02/2024","6","0,077","R"
"ES0031102870658016TJ0F","24/02/2024","7","0,072","R"
"ES0031102870658016TJ0F","24/02/2024","8","0,072","R"
"ES0031102870658016TJ0F","24/02/2024","9","0,07","R"
"ES0031102870658016TJ0F","24/02/2024","10","0,075","R"
"ES0031102870658016TJ0F","24/02/2024","11","0,082","R"
"ES0031102870658016TJ0F","24/02/2024","12","0,072","R"
"ES0031102870658016TJ0F","24/02/2024","13","0,072","R"
"ES0031102870658016TJ0F","24/02/2024","14","0,074","R"
"ES0031102870658016TJ0F","24/02/2024","15","0,515","R"
"ES0031102870658016TJ0F","24/02/2024","16","0,078","R"
"ES0031102870658016TJ0F","24/02/2024","17","0,08","R"
"ES0031102870658016TJ0F","24/02/2024","18","0,074","R"
"ES0031102870658016TJ0F","24/02/2024","19","0,074","R"
"ES0031102870658016TJ0F","24/02/2024","20","0,073","R"
"ES0031102870658016TJ0F","24/02/2024","21","0,074","R"
"ES0031102870658016TJ0F","24/02/2024","22","0,083","R"
"ES0031102870658016TJ0F","24/02/2024","23","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","0","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","1","0,517","R"
"ES0031102870658016TJ0F","25/02/2024","2","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","3","0,082","R"
"ES0031102870658016TJ0F","25/02/2024","4","0,076","R"
"ES0031102870658016TJ0F","25/02/2024","5","0,071","R"
"ES0031102870658016TJ0F","25/02/2024","6","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","7","0,073","R"
"ES0031102870658016TJ0F","25/02/2024","8","0,083","R"
"ES0031102870658016TJ0F","25/02/2024","9","0,078","R"
"ES0031102870658016TJ0F","25/02/2024","10","0,073","R"
"ES0031102870658016TJ0F","25/02/2024","11","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","12","0,516","R"
"ES0031102870658016TJ0F","25/02/2024","13","0,076","R"
"ES0031102870658016TJ0F","25/02/2024","14","0,088","R"
"ES0031102870658016TJ0F","25/02/2024","15","0,083","R"
"ES0031102870658016TJ0F","25/02/2024","16","0,084","R"
"ES0031102870658016TJ0F","25/02/2024","17","0,085","R"
"ES0031102870658016TJ0F","25/02/2024","18","0,085","R"
"ES0031102870658016TJ0F","25/02/2024","19","0,081","R"
"ES0031102870658016TJ0F","25/02/2024","20","0,072","R"
"ES0031102870658016TJ0F","25/02/2024","21","0,074","R"
"ES0031102870658016TJ0F","25/02/2024","22","0,073","R"
"ES0031102870658016TJ0F","25/02/2024","23","0,522","R"
"ES0031102870658016TJ0F","26/02/2024","0","0,076","R"
"ES0031102870658016TJ0F","26/02/2024","1","0,074","R"
"ES0031102870658016TJ0F","26/02/2024","2","0,073","R"
"ES0031102870658016TJ0F","26/02/2024","3","0,073","R"
"ES0031102870658016TJ0F","26/02/2024","4","0,086","R"
"ES0031102870658016TJ0F","26/02/2024","5","0,07","R"
"ES0031102870658016TJ0F","26/02/2024","6","0,072","R"
"ES0031102870658016TJ0F","26/02/2024","7","0,074","R"
"ES0031102870658016TJ0F","26/02/2024","8","0,081","R"
"ES0031102870658016TJ0F","26/02/2024","9","0,185","R"
"ES0031102870658016TJ0F","26/02/2024","10","0,406","R"
"ES0031102870658016TJ0F","26/02/2024","11","0,07","R"
"ES0031102870658016TJ0F","26/02/2024","12","0,074","R"
"ES0031102870658016TJ0F","26/02/2024","13","0,085","R"
"ES0031102870658016TJ0F","26/02/2024","14","0,072","R"
"ES0031102870658016TJ0F","26/02/2024","15","0,069","R"
"ES0031102870658016TJ0F","26/02/2024","16","0,073","R"
"ES0031102870658016TJ0F","26/02/2024","17","0,075","R"
"ES0031102870658016TJ0F","26/02/2024","18","0,081","R"
"ES0031102870658016TJ0F","26/02/2024","19","0,073","R"
"ES0031102870658016TJ0F","26/02/2024","20","0,527","R"
"ES0031102870658016TJ0F","26/02/2024","21","0,074","R"
"ES0031102870658016TJ0F","26/02/2024","22","0,463","R"
"ES0031102870658016TJ0F","26/02/2024","23","2,088","R"
"ES0031102870658016TJ0F","27/02/2024","0","0,785","R"
"ES0031102870658016TJ0F","27/02/2024","1","0,1","R"
"ES0031102870658016TJ0F","27/02/2024","2","0,084","R"
"ES0031102870658016TJ0F","27/02/2024","3","0,073","R"
"ES0031102870658016TJ0F","27/02/2024","4","0,08","R"
"ES0031102870658016TJ0F","27/02/2024","5","0,09","R"
"ES0031102870658016TJ0F","27/02/2024","6","0,076","R"
"ES0031102870658016TJ0F","27/02/2024","7","0,075","R"
"ES0031102870658016TJ0F","27/02/2024","8","0,12","R"
"ES0031102870658016TJ0F","27/02/2024","9","0,461","R"
"ES0031102870658016TJ0F","27/02/2024","10","0,097","R"
"ES0031102870658016TJ0F","27/02/2024","11","0,675","R"
"ES0031102870658016TJ0F","27/02/2024","12","1,106","R"
"ES0031102870658016TJ0F","27/02/2024","13","0,24","R"
"ES0031102870658016TJ0F","27/02/2024","14","0,251","R"
"ES0031102870658016TJ0F","27/02/2024","15","0,253","R"
"ES0031102870658016TJ0F","27/02/2024","16","0,51","R"
"ES0031102870658016TJ0F","27/02/2024","17","0,16","R"
"ES0031102870658016TJ0F","27/02/2024","18","0,124","R"
"ES0031102870658016TJ0F","27/02/2024","19","0,201","R"
"ES0031102870658016TJ0F","27/02/2024","20","0,175","R"
"ES0031102870658016TJ0F","27/02/2024","21","0,559","R"
"ES0031102870658016TJ0F","27/02/2024","22","0,16","R"
"ES0031102870658016TJ0F","27/02/2024","23","0,274","R"
"ES0031102870658016TJ0F","28/02/2024","0","1,499","R"
"ES0031102870658016TJ0F","28/02/2024","1","1,86","R"
"ES0031102870658016TJ0F","28/02/2024","2","0,19","R"
"ES0031102870658016TJ0F","28/02/2024","3","0,098","R"
"ES0031102870658016TJ0F","28/02/2024","4","0,078","R"
"ES0031102870658016TJ0F","28/02/2024","5","0,075","R"
"ES0031102870658016TJ0F","28/02/2024","6","0,092","R"
"ES0031102870658016TJ0F","28/02/2024","7","0,078","R"
"ES0031102870658016TJ0F","28/02/2024","8","0,074","R"
"ES0031102870658016TJ0F","28/02/2024","9","0,081","R"
"ES0031102870658016TJ0F","28/02/2024","10","0,087","R"
"ES0031102870658016TJ0F","28/02/2024","11","1,226","R"
"ES0031102870658016TJ0F","28/02/2024","12","0,641","R"
"ES0031102870658016TJ0F","28/02/2024","13","0,213","R"
"ES0031102870658016TJ0F","28/02/2024","14","1,894","R"
"ES0031102870658016TJ0F","28/02/2024","15","1,949","R"
"ES0031102870658016TJ0F","28/02/2024","16","0,28","R"
"ES0031102870658016TJ0F","28/02/2024","17","0,149","R"
"ES0031102870658016TJ0F","28/02/2024","18","0,192","R"
"ES0031102870658016TJ0F","28/02/2024","19","0,249","R"
"ES0031102870658016TJ0F","28/02/2024","20","0,175","R"
"ES0031102870658016TJ0F","28/02/2024","21","0,165","R"
"ES0031102870658016TJ0F","28/02/2024","22","0,17","R"
"ES0031102870658016TJ0F","28/02/2024","23","2,266","R"
"ES0031102870658016TJ0F","29/02/2024","0","1,762","R"
"ES0031102870658016TJ0F","29/02/2024","1","0,219","R"
"ES0031102870658016TJ0F","29/02/2024","2","0,151","R"
"ES0031102870658016TJ0F","29/02/2024","3","0,131","R"
"ES0031102870658016TJ0F","29/02/2024","4","0,133","R"
"ES0031102870658016TJ0F","29/02/2024","5","0,135","R"
"ES0031102870658016TJ0F","29/02/2024","6","0,521","R"
"ES0031102870658016TJ0F","29/02/2024","7","0,146","R"
"ES0031102870658016TJ0F","29/02/2024","8","0,138","R"
"ES0031102870658016TJ0F","29/02/2024","9","0,134","R"
"ES0031102870658016TJ0F","29/02/2024","10","0,667","R"
"ES0031102870658016TJ0F","29/02/2024","11","0,504","R"
"ES0031102870658016TJ0F","29/02/2024","12","0,048","R"
"ES0031102870658016TJ0F","29/02/2024","13","0,092","R"
"ES0031102870658016TJ0F","29/02/2024","14","0,581","R"
"ES0031102870658016TJ0F","29/02/2024","15","0,921","R"
"ES0031102870658016TJ0F","29/02/2024","16","0,36","R"
"ES0031102870658016TJ0F","29/02/2024","17","0,547","R"
"ES0031102870658016TJ0F","29/02/2024","18","0,165","R"
"ES0031102870658016TJ0F","29/02/2024","19","0,248","R"
"ES0031102870658016TJ0F","29/02/2024","20","0,732","R"
"ES0031102870658016TJ0F","29/02/2024","21","0,077","R"
"ES0031102870658016TJ0F","29/02/2024","22","0,081","R"
"ES0031102870658016TJ0F","29/02/2024","23","1,359","R"
"ES0031102870658016TJ0F","01/03/2024","0","0,08","R"
"ES0031102870658016TJ0F","01/03/2024","1","0,086","R"
"ES0031102870658016TJ0F","01/03/2024","2","0,068","R"
"ES0031102870658016TJ0F","01/03/2024","3","0,068","R"
"ES0031102870658016TJ0F","01/03/2024","4","0,078","R"
"ES0031102870658016TJ0F","01/03/2024","5","0,46","R"
"ES0031102870658016TJ0F","01/03/2024","6","0,068","R"
"ES0031102870658016TJ0F","01/03/2024","7","0,079","R"
"ES0031102870658016TJ0F","01/03/2024","8","0,067","R"
"ES0031102870658016TJ0F","01/03/2024","9","0,069","R"
"ES0031102870658016TJ0F","01/03/2024","10","0,075","R"
"ES0031102870658016TJ0F","01/03/2024","11","0,073","R"
"ES0031102870658016TJ0F","01/03/2024","12","0,069","R"
"ES0031102870658016TJ0F","01/03/2024","13","0,068","R"
"ES0031102870658016TJ0F","01/03/2024","14","0,409","R"
"ES0031102870658016TJ0F","01/03/2024","15","0,144","R"
"ES0031102870658016TJ0F","01/03/2024","16","0,061","R"
"ES0031102870658016TJ0F","01/03/2024","17","0,067","R"
"ES0031102870658016TJ0F","01/03/2024","18","0,067","R"
"ES0031102870658016TJ0F","01/03/2024","19","0,069","R"
"ES0031102870658016TJ0F","01/03/2024","20","0,07","R"
"ES0031102870658016TJ0F","01/03/2024","21","0,076","R"
"ES0031102870658016TJ0F","01/03/2024","22","0,071","R"
"ES0031102870658016TJ0F","01/03/2024","23","0,068","R"
"ES0031102870658016TJ0F","02/03/2024","0","0,065","R"
"ES0031102870658016TJ0F","02/03/2024","1","0,519","R"
"ES0031102870658016TJ0F","02/03/2024","2","0,071","R"
"ES0031102870658016TJ0F","02/03/2024","3","0,066","R"
"ES0031102870658016TJ0F","02/03/2024","4","0,067","R"
"ES0031102870658016TJ0F","02/03/2024","5","0,069","R"
"ES0031102870658016TJ0F","02/03/2024","6","0,077","R"
"ES0031102870658016TJ0F","02/03/2024","7","0,065","R"
"ES0031102870658016TJ0F","02/03/2024","8","0,063","R"
"ES0031102870658016TJ0F","02/03/2024","9","0,067","R"
"ES0031102870658016TJ0F","02/03/2024","10","0,079","R"
"ES0031102870658016TJ0F","02/03/2024","11","0,247","R"
"ES0031102870658016TJ0F","02/03/2024","12","0,327","R"
"ES0031102870658016TJ0F","02/03/2024","13","0,069","R"
"ES0031102870658016TJ0F","02/03/2024","14","0,07","R"
"ES0031102870658016TJ0F","02/03/2024","15","0,071","R"
"ES0031102870658016TJ0F","02/03/2024","16","0,067","R"
"ES0031102870658016TJ0F","02/03/2024","17","0,062","R"
"ES0031102870658016TJ0F","02/03/2024","18","0,069","R"
"ES0031102870658016TJ0F","02/03/2024","19","0,075","R"
"ES0031102870658016TJ0F","02/03/2024","20","0,068","R"
"ES0031102870658016TJ0F","02/03/2024","21","0,067","R"
"ES0031102870658016TJ0F","02/03/2024","22","0,505","R"
"ES0031102870658016TJ0F","02/03/2024","23","0,077","R"
"ES0031102870658016TJ0F","03/03/2024","0","0,067","R"
"ES0031102870658016TJ0F","03/03/2024","1","0,067","R"
"ES0031102870658016TJ0F","03/03/2024","2","0,063","R"
"ES0031102870658016TJ0F","03/03/2024","3","0,077","R"
"ES0031102870658016TJ0F","03/03/2024","4","0,068","R"
"ES0031102870658016TJ0F","03/03/2024","5","0,066","R"
"ES0031102870658016TJ0F","03/03/2024","6","0,066","R"
"ES0031102870658016TJ0F","03/03/2024","7","0,071","R"
"ES0031102870658016TJ0F","03/03/2024","8","0,071","R"
"ES0031102870658016TJ0F","03/03/2024","9","0,511","R"
"ES0031102870658016TJ0F","03/03/2024","10","0,067","R"
"ES0031102870658016TJ0F","03/03/2024","11","0,066","R"
"ES0031102870658016TJ0F","03/03/2024","12","0,074","R"
"ES0031102870658016TJ0F","03/03/2024","13","0,07","R"
"ES0031102870658016TJ0F","03/03/2024","14","0,07","R"
"ES0031102870658016TJ0F","03/03/2024","15","0,079","R"
"ES0031102870658016TJ0F","03/03/2024","16","0,077","R"
"ES0031102870658016TJ0F","03/03/2024","17","0,091","R"
"ES0031102870658016TJ0F","03/03/2024","18","0,073","R"
"ES0031102870658016TJ0F","03/03/2024","19","0,067","R"
"ES0031102870658016TJ0F","03/03/2024","20","0,505","R"
"ES0031102870658016TJ0F","03/03/2024","21","0,078","R"
"ES0031102870658016TJ0F","03/03/2024","22","0,121","R"
"ES0031102870658016TJ0F","03/03/2024","23","0,227","R"
"ES0031102870658016TJ0F","04/03/2024","0","0,206","R"
"ES0031102870658016TJ0F","04/03/2024","1","0,132","R"
"ES0031102870658016TJ0F","04/03/2024","2","0,076","R"
"ES0031102870658016TJ0F","04/03/2024","3","0,083","R"
"ES0031102870658016TJ0F","04/03/2024","4","0,069","R"
"ES0031102870658016TJ0F","04/03/2024","5","0,505","R"
"ES0031102870658016TJ0F","04/03/2024","6","0,074","R"
"ES0031102870658016TJ0F","04/03/2024","7","0,08","R"
"ES0031102870658016TJ0F","04/03/2024","8","0,262","R"
"ES0031102870658016TJ0F","04/03/2024","9","0,116","R"
"ES0031102870658016TJ0F","04/03/2024","10","0,152","R"
"ES0031102870658016TJ0F","04/03/2024","11","0,139","R"
"ES0031102870658016TJ0F","04/03/2024","12","0,59","R"
"ES0031102870658016TJ0F","04/03/2024","13","0,145","R"
"ES0031102870658016TJ0F","04/03/2024","14","0,133","R"
"ES0031102870658016TJ0F","04/03/2024","15","0,13","R"
